make_f	model_f	make_w	model_w	class	drops	level	tempus	alp
Canyon	Aeroad	Roval	CLX64	road	702900	23	3051.5	2960
Canyon	Aeroad	Roval	Rapide CLX	road	727800	23	3051.5	2955
Canyon	Aeroad	Shimano	C40	road	617800	23	3069.5	2963.5
Canyon	Aeroad	Shimano	C50	road	621200	28	3067.5	2967.5
Canyon	Aeroad	Shimano	C60	road	624800	23	3058.5	2971
Canyon	Aeroad	ZIPP	202	road	681700	23	3076.5	2954.5
Canyon	Aeroad	ZIPP	404	road	681700	23	3048.5	2956
Canyon	Aeroad	ZIPP	454	road	816500	24	3045.5	2953
Canyon	Aeroad	ZIPP	808	road	710100	23	3039.5	2962
Canyon	Aeroad	ZIPP	858	road	844900	37	3035.5	2959
Canyon	Aeroad	ZIPP	353 NSW	road	788100	23	3052.5	2952
Canyon	Aeroad	ZIPP	808/Super9	road	1608200	35	3030.5	2971
Canyon	Aeroad	ZIPP	858/Super9	road	2041300	45	3028.5	2970
Canyon	Aeroad	Zwift	32mm Carbon	road	532500	23	3081.5	2960
Canyon	Aeroad	Zwift	50mm Carbon	road	653200	23	3069	2961
Canyon	Aeroad	Zwift	Buffalo Fahrrad	road	535700	40	3086.5	2967
Canyon	Aeroad	Zwift	Classic	road	568100	23	3087.5	2968
Canyon	Aeroad	Zwift	Safety	road	1242500	44	3082	2959.5
Canyon	Aeroad (2021)	Bontrager	Aeolus 5	road	738400	20	3060	2937
Canyon	Aeroad (2021)	CADEX	36	road	825400	26	3072.5	2932.5
Canyon	Aeroad (2021)	CADEX	42	road	795200	10	3063	2935
Canyon	Aeroad (2021)	CADEX	65	road	809400	21	3044.5	2934
Canyon	Aeroad (2021)	Campagnolo	Bora Ultra 35	road	816500	33	3079.5	2934.5
Canyon	Aeroad (2021)	Campagnolo	Bora Ultra 50	road	830700	27	3053	2934.5
Canyon	Aeroad (2021)	DT Swiss	ARC 1100 DICUT 62	road	752600	10	3045	2933.5
Canyon	Aeroad (2021)	DT Swiss	ARC 1100 DICUT DISC	road	2147800	42	3019.5	2952
Canyon	Aeroad (2021)	ENVE	SES 2.2	road	759700	17	3079	2934.5
Canyon	Aeroad (2021)	ENVE	SES 3.4	road	759700	10	3053	2933
Canyon	Aeroad (2021)	ENVE	SES 6.7	road	759700	25	3047	2941
Canyon	Aeroad (2021)	ENVE	SES 7.8	road	773900	39	3034.5	2937
Canyon	Aeroad (2021)	ENVE	SES 8.9	road	773900	31	3035.5	2945.5
Canyon	Aeroad (2021)	Giant	SLR 0	road	759800	22	3056	2933.5
Canyon	Aeroad (2021)	Lightweight	Meilenstein	road	568000	10	3065.5	2925
Canyon	Aeroad (2021)	Mavic	Comete Pro Carbon SL UST	road	710000	23	3053.5	2951.5
Canyon	Aeroad (2021)	Mavic	Cosmic CXR60c	road	710000	16	3057.5	2949.5
Canyon	Aeroad (2021)	Mavic	Cosmic Ultimate UST	road	710000	10	3060	2947
Canyon	Aeroad (2021)	Roval	Alpinist CLX	road	703300	32	3066	2925
Canyon	Aeroad (2021)	Roval	CLX64	road	738400	10	3049	2941
Canyon	Aeroad (2021)	Roval	Rapide CLX	road	763300	14	3049	2936
Canyon	Aeroad (2021)	Shimano	C40	road	653300	12	3067	2944.5
Canyon	Aeroad (2021)	Shimano	C50	road	656700	28	3065	2948.5
Canyon	Aeroad (2021)	Shimano	C60	road	660300	18	3056	2952
Canyon	Aeroad (2021)	ZIPP	202	road	717200	11	3074	2935.5
Canyon	Aeroad (2021)	ZIPP	404	road	717200	15	3046	2937
Canyon	Aeroad (2021)	ZIPP	454	road	852000	24	3043	2934
Canyon	Aeroad (2021)	ZIPP	808	road	745600	13	3037	2943
Canyon	Aeroad (2021)	ZIPP	858	road	880400	37	3033	2940
Canyon	Aeroad (2021)	ZIPP	353 NSW	road	823600	19	3050	2933
Canyon	Aeroad (2021)	ZIPP	808/Super9	road	1643700	35	3028	2952
Canyon	Aeroad (2021)	ZIPP	858/Super9	road	2076800	45	3026	2951
Canyon	Aeroad (2021)	Zwift	32mm Carbon	road	568000	10	3079	2941
Canyon	Aeroad (2021)	Zwift	50mm Carbon	road	688700	10	3066.5	2942
Canyon	Aeroad (2021)	Zwift	Buffalo Fahrrad	road	571200	40	3084	2948
Canyon	Aeroad (2021)	Zwift	Classic	road	603600	10	3085	2949
Canyon	Aeroad (2021)	Zwift	Safety	road	1278000	44	3079.5	2940.5
Canyon	Ultimate	Bontrager	Aeolus 5	road	631900	20	3074	2936
Canyon	Ultimate	CADEX	36	road	718900	26	3086.5	2931.5
Canyon	Ultimate	CADEX	42	road	688700	10	3077	2934
Canyon	Ultimate	CADEX	65	road	702900	21	3058.5	2933
Canyon	Ultimate	Campagnolo	Bora Ultra 35	road	710000	33	3093.5	2933.5
Canyon	Ultimate	Campagnolo	Bora Ultra 50	road	724200	27	3067	2933.5
Canyon	Ultimate	DT Swiss	ARC 1100 DICUT 62	road	646100	10	3059	2932.5
Canyon	Ultimate	DT Swiss	ARC 1100 DICUT DISC	road	2041300	42	3033.5	2951
Canyon	Ultimate	ENVE	SES 2.2	road	653200	17	3093	2933.5
Canyon	Ultimate	ENVE	SES 3.4	road	653200	10	3067	2932
Canyon	Ultimate	ENVE	SES 6.7	road	653200	25	3061	2940
Canyon	Ultimate	ENVE	SES 7.8	road	667400	39	3048.5	2936
Canyon	Ultimate	ENVE	SES 8.9	road	667400	31	3049.5	2944.5
Canyon	Ultimate	Giant	SLR 0	road	653300	22	3070	2932.5
Canyon	Ultimate	Lightweight	Meilenstein	road	461500	10	3079.5	2924
Canyon	Ultimate	Mavic	Comete Pro Carbon SL UST	road	603500	23	3067.5	2950.5
Canyon	Ultimate	Mavic	Cosmic CXR60c	road	603500	16	3071.5	2948.5
Canyon	Ultimate	Mavic	Cosmic Ultimate UST	road	603500	10	3074	2946
Canyon	Ultimate	Roval	Alpinist CLX	road	596800	32	3080	2924
Canyon	Ultimate	Roval	CLX64	road	631900	10	3063	2940
Canyon	Ultimate	Roval	Rapide CLX	road	656800	14	3063	2935
Canyon	Ultimate	Shimano	C40	road	546800	12	3081	2943.5
Canyon	Ultimate	Shimano	C50	road	550200	28	3079	2947.5
Canyon	Ultimate	Shimano	C60	road	553800	18	3070	2951
Canyon	Ultimate	ZIPP	202	road	610700	11	3088	2934.5
Canyon	Ultimate	ZIPP	404	road	610700	15	3060	2936
Canyon	Ultimate	ZIPP	454	road	745500	24	3057	2933
Canyon	Ultimate	ZIPP	808	road	639100	13	3051	2942
Canyon	Ultimate	ZIPP	858	road	773900	37	3047	2939
Canyon	Ultimate	ZIPP	353 NSW	road	717100	19	3064	2932
Canyon	Ultimate	ZIPP	808/Super9	road	1537200	35	3042	2951
Canyon	Ultimate	ZIPP	858/Super9	road	1970300	45	3040	2950
Canyon	Ultimate	Zwift	32mm Carbon	road	461500	10	3093	2940
Canyon	Ultimate	Zwift	50mm Carbon	road	582200	10	3080.5	2941
Canyon	Ultimate	Zwift	Buffalo Fahrrad	road	464700	40	3098	2947
Canyon	Ultimate	Zwift	Classic	road	497100	10	3099	2948
Canyon	Ultimate	Zwift	Safety	road	1171500	44	3093.5	2939.5
Canyon	Ultimate CFR	Bontrager	Aeolus 5	road	809400	20	3073	2931
Canyon	Ultimate CFR	CADEX	36	road	896400	26	3085.5	2926.5
Canyon	Ultimate CFR	CADEX	42	road	866200	19	3076	2929
Canyon	Ultimate CFR	CADEX	65	road	880400	21	3057.5	2928
Canyon	Ultimate CFR	Campagnolo	Bora Ultra 35	road	887500	33	3092.5	2928.5
Canyon	Ultimate CFR	Campagnolo	Bora Ultra 50	road	901700	27	3066	2928.5
Canyon	Ultimate CFR	DT Swiss	ARC 1100 DICUT 62	road	823600	19	3058	2927.5
Canyon	Ultimate CFR	DT Swiss	ARC 1100 DICUT DISC	road	2218800	42	3032.5	2946
Canyon	Ultimate CFR	ENVE	SES 2.2	road	830700	19	3092	2928.5
Canyon	Ultimate CFR	ENVE	SES 3.4	road	830700	19	3066	2927
Canyon	Ultimate CFR	ENVE	SES 6.7	road	830700	25	3060	2935
Canyon	Ultimate CFR	ENVE	SES 7.8	road	844900	39	3047.5	2931
Canyon	Ultimate CFR	ENVE	SES 8.9	road	844900	31	3048.5	2939.5
Canyon	Ultimate CFR	Giant	SLR 0	road	830800	22	3069	2927.5
Canyon	Ultimate CFR	Lightweight	Meilenstein	road	639000	19	3078.5	2919
Canyon	Ultimate CFR	Mavic	Comete Pro Carbon SL UST	road	781000	23	3066.5	2945.5
Canyon	Ultimate CFR	Mavic	Cosmic CXR60c	road	781000	19	3070.5	2943.5
Canyon	Ultimate CFR	Mavic	Cosmic Ultimate UST	road	781000	19	3073	2941
Canyon	Ultimate CFR	Roval	Alpinist CLX	road	774300	32	3079	2919
Canyon	Ultimate CFR	Roval	CLX64	road	809400	19	3062	2935
Canyon	Ultimate CFR	Roval	Rapide CLX	road	834300	19	3062	2930
Canyon	Ultimate CFR	Shimano	C40	road	724300	19	3080	2938.5
Canyon	Ultimate CFR	Shimano	C50	road	727700	28	3078	2942.5
Canyon	Ultimate CFR	Shimano	C60	road	731300	19	3069	2946
Canyon	Ultimate CFR	ZIPP	202	road	788200	19	3087	2929.5
Canyon	Ultimate CFR	ZIPP	404	road	788200	19	3059	2931
Canyon	Ultimate CFR	ZIPP	454	road	923000	24	3056	2928
Canyon	Ultimate CFR	ZIPP	808	road	816600	19	3050	2937
Canyon	Ultimate CFR	ZIPP	858	road	951400	37	3046	2934
Canyon	Ultimate CFR	ZIPP	353 NSW	road	894600	19	3063	2927
Canyon	Ultimate CFR	ZIPP	808/Super9	road	1714700	35	3041	2946
Canyon	Ultimate CFR	ZIPP	858/Super9	road	2147800	45	3039	2945
Canyon	Ultimate CFR	Zwift	32mm Carbon	road	639000	19	3092	2935
Canyon	Ultimate CFR	Zwift	50mm Carbon	road	759700	19	3079.5	2936
Canyon	Ultimate CFR	Zwift	Buffalo Fahrrad	road	642200	40	3097	2942
Canyon	Ultimate CFR	Zwift	Classic	road	674600	19	3098	2943
Canyon	Ultimate CFR	Zwift	Safety	road	1349000	44	3092.5	2934.5
Cervelo	R5	Bontrager	Aeolus 5	road	631900	24	3074.5	2937.5
Cervelo	R5	CADEX	36	road	718900	26	3087	2933
Cervelo	R5	CADEX	42	road	688700	24	3077.5	2935.5
Cervelo	R5	CADEX	65	road	702900	24	3059	2934.5
Cervelo	R5	Campagnolo	Bora Ultra 35	road	710000	33	3094	2935
Cervelo	R5	Campagnolo	Bora Ultra 50	road	724200	27	3067.5	2935
Cervelo	R5	DT Swiss	ARC 1100 DICUT 62	road	646100	24	3059.5	2934
Cervelo	R5	DT Swiss	ARC 1100 DICUT DISC	road	2041300	42	3034	2952.5
Cervelo	R5	ENVE	SES 2.2	road	653200	24	3093.5	2935
Cervelo	R5	ENVE	SES 3.4	road	653200	24	3067.5	2933.5
Cervelo	R5	ENVE	SES 6.7	road	653200	25	3061.5	2941.5
Cervelo	R5	ENVE	SES 7.8	road	667400	39	3049	2937.5
Cervelo	R5	ENVE	SES 8.9	road	667400	31	3050	2946
Cervelo	R5	Giant	SLR 0	road	653300	24	3070.5	2934
Cervelo	R5	Lightweight	Meilenstein	road	461500	24	3080	2925.5
Cervelo	R5	Mavic	Comete Pro Carbon SL UST	road	603500	24	3068	2952
Cervelo	R5	Mavic	Cosmic CXR60c	road	603500	24	3072	2950
Cervelo	R5	Mavic	Cosmic Ultimate UST	road	603500	24	3074.5	2947.5
Cervelo	R5	Roval	Alpinist CLX	road	596800	32	3080.5	2925.5
Cervelo	R5	Roval	CLX64	road	631900	24	3063.5	2941.5
Cervelo	R5	Roval	Rapide CLX	road	656800	24	3063.5	2936.5
Cervelo	R5	Shimano	C40	road	546800	24	3081.5	2945
Cervelo	R5	Shimano	C50	road	550200	28	3079.5	2949
Cervelo	R5	Shimano	C60	road	553800	24	3070.5	2952.5
Cervelo	R5	ZIPP	202	road	610700	24	3088.5	2936
Cervelo	R5	ZIPP	404	road	610700	24	3060.5	2937.5
Cervelo	R5	ZIPP	454	road	745500	24	3057.5	2934.5
Cervelo	R5	ZIPP	808	road	639100	24	3051.5	2943.5
Cervelo	R5	ZIPP	858	road	773900	37	3047.5	2940.5
Cervelo	R5	ZIPP	353 NSW	road	717100	24	3064.5	2933.5
Cervelo	R5	ZIPP	808/Super9	road	1537200	35	3042.5	2952.5
Cervelo	R5	ZIPP	858/Super9	road	1970300	45	3040.5	2951.5
Cervelo	R5	Zwift	32mm Carbon	road	461500	24	3093.5	2941.5
Cervelo	R5	Zwift	50mm Carbon	road	582200	24	3081	2942.5
Cervelo	R5	Zwift	Buffalo Fahrrad	road	464700	40	3098.5	2948.5
Cervelo	R5	Zwift	Classic	road	497100	24	3099.5	2949.5
Cervelo	R5	Zwift	Safety	road	1171500	44	3094	2941
Cervelo	S3D	Bontrager	Aeolus 5	road	639000	20	3064.5	2968.5
Cervelo	S3D	CADEX	36	road	726000	26	3077	2964
Cervelo	S3D	CADEX	42	road	695800	13	3067.5	2966.5
Cervelo	S3D	CADEX	65	road	710000	21	3049	2965.5
Cervelo	S3D	Campagnolo	Bora Ultra 35	road	717100	33	3084	2966
Cervelo	S3D	Campagnolo	Bora Ultra 50	road	731300	27	3057.5	2966
Cervelo	S3D	DT Swiss	ARC 1100 DICUT 62	road	653200	13	3049.5	2965
Cervelo	S3D	DT Swiss	ARC 1100 DICUT DISC	road	2048400	42	3024	2983.5
Cervelo	S3D	ENVE	SES 2.2	road	660300	17	3083.5	2966
Cervelo	S3D	ENVE	SES 3.4	road	660300	13	3057.5	2964.5
Cervelo	S3D	ENVE	SES 6.7	road	660300	25	3051.5	2972.5
Cervelo	S3D	ENVE	SES 7.8	road	674500	39	3039	2968.5
Cervelo	S3D	ENVE	SES 8.9	road	674500	31	3040	2977
Cervelo	S3D	Giant	SLR 0	road	660400	22	3060.5	2965
Cervelo	S3D	Lightweight	Meilenstein	road	468600	13	3070	2956.5
Cervelo	S3D	Mavic	Comete Pro Carbon SL UST	road	610600	23	3058	2983
Cervelo	S3D	Mavic	Cosmic CXR60c	road	610600	16	3062	2981
Cervelo	S3D	Mavic	Cosmic Ultimate UST	road	610600	13	3064.5	2978.5
Cervelo	S3D	Roval	Alpinist CLX	road	603900	32	3070.5	2956.5
Cervelo	S3D	Roval	CLX64	road	639000	13	3053.5	2972.5
Cervelo	S3D	Roval	Rapide CLX	road	663900	14	3053.5	2967.5
Cervelo	S3D	Shimano	C40	road	553900	13	3071.5	2976
Cervelo	S3D	Shimano	C50	road	557300	28	3069.5	2980
Cervelo	S3D	Shimano	C60	road	560900	18	3060.5	2983.5
Cervelo	S3D	ZIPP	202	road	617800	13	3078.5	2967
Cervelo	S3D	ZIPP	404	road	617800	15	3050.5	2968.5
Cervelo	S3D	ZIPP	454	road	752600	24	3047.5	2965.5
Cervelo	S3D	ZIPP	808	road	646200	13	3041.5	2974.5
Cervelo	S3D	ZIPP	858	road	781000	37	3037.5	2971.5
Cervelo	S3D	ZIPP	353 NSW	road	724200	19	3054.5	2964.5
Cervelo	S3D	ZIPP	808/Super9	road	1544300	35	3032.5	2983.5
Cervelo	S3D	ZIPP	858/Super9	road	1977400	45	3030.5	2982.5
Cervelo	S3D	Zwift	32mm Carbon	road	468600	13	3083.5	2972.5
Cervelo	S3D	Zwift	50mm Carbon	road	589300	13	3071	2973.5
Cervelo	S3D	Zwift	Buffalo Fahrrad	road	471800	40	3088.5	2979.5
Cervelo	S3D	Zwift	Classic	road	504200	13	3089.5	2980.5
Cervelo	S3D	Zwift	Safety	road	1178600	44	3084	2972
Cervelo	S5	Bontrager	Aeolus 5	road	773900	25	3060	2946
Cervelo	S5	CADEX	36	road	860900	26	3072.5	2941.5
Cervelo	S5	CADEX	42	road	830700	25	3063	2944
Cervelo	S5	CADEX	65	road	844900	25	3044.5	2943
Cervelo	S5	Campagnolo	Bora Ultra 35	road	852000	33	3079.5	2943.5
Cervelo	S5	Campagnolo	Bora Ultra 50	road	866200	27	3053	2943.5
Cervelo	S5	DT Swiss	ARC 1100 DICUT 62	road	788100	25	3045	2942.5
Cervelo	S5	DT Swiss	ARC 1100 DICUT DISC	road	2183300	42	3019.5	2961
Cervelo	S5	ENVE	SES 2.2	road	795200	25	3079	2943.5
Cervelo	S5	ENVE	SES 3.4	road	795200	25	3053	2942
Cervelo	S5	ENVE	SES 6.7	road	795200	25	3047	2950
Cervelo	S5	ENVE	SES 7.8	road	809400	39	3034.5	2946
Cervelo	S5	ENVE	SES 8.9	road	809400	31	3035.5	2954.5
Cervelo	S5	Giant	SLR 0	road	795300	25	3056	2942.5
Cervelo	S5	Lightweight	Meilenstein	road	603500	25	3065.5	2934
Cervelo	S5	Mavic	Comete Pro Carbon SL UST	road	745500	25	3053.5	2960.5
Cervelo	S5	Mavic	Cosmic CXR60c	road	745500	25	3057.5	2958.5
Cervelo	S5	Mavic	Cosmic Ultimate UST	road	745500	25	3060	2956
Cervelo	S5	Roval	Alpinist CLX	road	738800	32	3066	2934
Cervelo	S5	Roval	CLX64	road	773900	25	3049	2950
Cervelo	S5	Roval	Rapide CLX	road	798800	25	3049	2945
Cervelo	S5	Shimano	C40	road	688800	25	3067	2953.5
Cervelo	S5	Shimano	C50	road	692200	28	3065	2957.5
Cervelo	S5	Shimano	C60	road	695800	25	3056	2961
Cervelo	S5	ZIPP	202	road	752700	25	3074	2944.5
Cervelo	S5	ZIPP	404	road	752700	25	3046	2946
Cervelo	S5	ZIPP	454	road	887500	25	3043	2943
Cervelo	S5	ZIPP	808	road	781100	25	3037	2952
Cervelo	S5	ZIPP	858	road	915900	37	3033	2949
Cervelo	S5	ZIPP	353 NSW	road	859100	25	3050	2942
Cervelo	S5	ZIPP	808/Super9	road	1679200	35	3028	2961
Cervelo	S5	ZIPP	858/Super9	road	2112300	45	3026	2960
Cervelo	S5	Zwift	32mm Carbon	road	603500	25	3079	2950
Cervelo	S5	Zwift	50mm Carbon	road	724200	25	3066.5	2951
Cervelo	S5	Zwift	Buffalo Fahrrad	road	606700	40	3084	2957
Cervelo	S5	Zwift	Classic	road	639100	25	3085	2958
Cervelo	S5	Zwift	Safety	road	1313500	44	3079.5	2949.5
Cervelo	S5 (2020)	Bontrager	Aeolus 5	road	1022400	27	3058	2945
Cervelo	S5 (2020)	CADEX	36	road	1109400	27	3070.5	2940.5
Cervelo	S5 (2020)	CADEX	42	road	1079200	27	3061	2943
Cervelo	S5 (2020)	CADEX	65	road	1093400	27	3042.5	2942
Cervelo	S5 (2020)	Campagnolo	Bora Ultra 35	road	1100500	33	3077.5	2942.5
Cervelo	S5 (2020)	Campagnolo	Bora Ultra 50	road	1114700	27	3051	2942.5
Cervelo	S5 (2020)	DT Swiss	ARC 1100 DICUT 62	road	1036600	27	3043	2941.5
Cervelo	S5 (2020)	DT Swiss	ARC 1100 DICUT DISC	road	2431800	42	3017.5	2960
Cervelo	S5 (2020)	ENVE	SES 2.2	road	1043700	27	3077	2942.5
Cervelo	S5 (2020)	ENVE	SES 3.4	road	1043700	27	3051	2941
Cervelo	S5 (2020)	ENVE	SES 6.7	road	1043700	27	3045	2949
Cervelo	S5 (2020)	ENVE	SES 7.8	road	1057900	39	3032.5	2945
Cervelo	S5 (2020)	ENVE	SES 8.9	road	1057900	31	3033.5	2953.5
Cervelo	S5 (2020)	Giant	SLR 0	road	1043800	27	3054	2941.5
Cervelo	S5 (2020)	Lightweight	Meilenstein	road	852000	27	3063.5	2933
Cervelo	S5 (2020)	Mavic	Comete Pro Carbon SL UST	road	994000	27	3051.5	2959.5
Cervelo	S5 (2020)	Mavic	Cosmic CXR60c	road	994000	27	3055.5	2957.5
Cervelo	S5 (2020)	Mavic	Cosmic Ultimate UST	road	994000	27	3058	2955
Cervelo	S5 (2020)	Roval	Alpinist CLX	road	987300	32	3064	2933
Cervelo	S5 (2020)	Roval	CLX64	road	1022400	27	3047	2949
Cervelo	S5 (2020)	Roval	Rapide CLX	road	1047300	27	3047	2944
Cervelo	S5 (2020)	Shimano	C40	road	937300	27	3065	2952.5
Cervelo	S5 (2020)	Shimano	C50	road	940700	28	3063	2956.5
Cervelo	S5 (2020)	Shimano	C60	road	944300	27	3054	2960
Cervelo	S5 (2020)	ZIPP	202	road	1001200	27	3072	2943.5
Cervelo	S5 (2020)	ZIPP	404	road	1001200	27	3044	2945
Cervelo	S5 (2020)	ZIPP	454	road	1136000	27	3041	2942
Cervelo	S5 (2020)	ZIPP	808	road	1029600	27	3035	2951
Cervelo	S5 (2020)	ZIPP	858	road	1164400	37	3031	2948
Cervelo	S5 (2020)	ZIPP	353 NSW	road	1107600	27	3048	2941
Cervelo	S5 (2020)	ZIPP	808/Super9	road	1927700	35	3026	2960
Cervelo	S5 (2020)	ZIPP	858/Super9	road	2360800	45	3024	2959
Cervelo	S5 (2020)	Zwift	32mm Carbon	road	852000	27	3077	2949
Cervelo	S5 (2020)	Zwift	50mm Carbon	road	972700	27	3064.5	2950
Cervelo	S5 (2020)	Zwift	Buffalo Fahrrad	road	855200	40	3082	2956
Cervelo	S5 (2020)	Zwift	Classic	road	887600	27	3083	2957
Cervelo	S5 (2020)	Zwift	Safety	road	1562000	44	3077.5	2948.5
Chapter2	RERE	Bontrager	Aeolus 5	road	525400	20	3069	2959
Chapter2	RERE	CADEX	36	road	612400	26	3081.5	2954.5
Chapter2	RERE	CADEX	42	road	582200	16	3072	2957
Chapter2	RERE	CADEX	65	road	596400	21	3053.5	2956
Chapter2	RERE	Campagnolo	Bora Ultra 35	road	603500	33	3088.5	2956.5
Chapter2	RERE	Campagnolo	Bora Ultra 50	road	617700	27	3062	2956.5
Chapter2	RERE	DT Swiss	ARC 1100 DICUT 62	road	539600	16	3054	2955.5
Chapter2	RERE	DT Swiss	ARC 1100 DICUT DISC	road	1934800	42	3028.5	2974
Chapter2	RERE	ENVE	SES 2.2	road	546700	17	3088	2956.5
Chapter2	RERE	ENVE	SES 3.4	road	546700	16	3062	2955
Chapter2	RERE	ENVE	SES 6.7	road	546700	25	3056	2963
Chapter2	RERE	ENVE	SES 7.8	road	560900	39	3043.5	2959
Chapter2	RERE	ENVE	SES 8.9	road	560900	31	3044.5	2967.5
Chapter2	RERE	Giant	SLR 0	road	546800	22	3065	2955.5
Chapter2	RERE	Lightweight	Meilenstein	road	355000	16	3074.5	2947
Chapter2	RERE	Mavic	Comete Pro Carbon SL UST	road	497000	23	3062.5	2973.5
Chapter2	RERE	Mavic	Cosmic CXR60c	road	497000	16	3066.5	2971.5
Chapter2	RERE	Mavic	Cosmic Ultimate UST	road	497000	16	3069	2969
Chapter2	RERE	Roval	Alpinist CLX	road	490300	32	3075	2947
Chapter2	RERE	Roval	CLX64	road	525400	16	3058	2963
Chapter2	RERE	Roval	Rapide CLX	road	550300	16	3058	2958
Chapter2	RERE	Shimano	C40	road	440300	16	3076	2966.5
Chapter2	RERE	Shimano	C50	road	443700	28	3074	2970.5
Chapter2	RERE	Shimano	C60	road	447300	18	3065	2974
Chapter2	RERE	ZIPP	202	road	504200	16	3083	2957.5
Chapter2	RERE	ZIPP	404	road	504200	16	3055	2959
Chapter2	RERE	ZIPP	454	road	639000	24	3052	2956
Chapter2	RERE	ZIPP	808	road	532600	16	3046	2965
Chapter2	RERE	ZIPP	858	road	667400	37	3042	2962
Chapter2	RERE	ZIPP	353 NSW	road	610600	19	3059	2955
Chapter2	RERE	ZIPP	808/Super9	road	1430700	35	3037	2974
Chapter2	RERE	ZIPP	858/Super9	road	1863800	45	3035	2973
Chapter2	RERE	Zwift	32mm Carbon	road	355000	16	3088	2963
Chapter2	RERE	Zwift	50mm Carbon	road	475700	16	3075.5	2964
Chapter2	RERE	Zwift	Buffalo Fahrrad	road	358200	40	3093	2970
Chapter2	RERE	Zwift	Classic	road	390600	16	3094	2971
Chapter2	RERE	Zwift	Safety	road	1065000	44	3088.5	2962.5
Chapter2	TERE	Bontrager	Aeolus 5	road	560900	20	3074.5	2937.5
Chapter2	TERE	CADEX	36	road	647900	26	3087	2933
Chapter2	TERE	CADEX	42	road	617700	8	3077.5	2935.5
Chapter2	TERE	CADEX	65	road	631900	21	3059	2934.5
Chapter2	TERE	Campagnolo	Bora Ultra 35	road	639000	33	3094	2935
Chapter2	TERE	Campagnolo	Bora Ultra 50	road	653200	27	3067.5	2935
Chapter2	TERE	DT Swiss	ARC 1100 DICUT 62	road	575100	6	3059.5	2934
Chapter2	TERE	DT Swiss	ARC 1100 DICUT DISC	road	1970300	42	3034	2952.5
Chapter2	TERE	ENVE	SES 2.2	road	582200	17	3093.5	2935
Chapter2	TERE	ENVE	SES 3.4	road	582200	6	3067.5	2933.5
Chapter2	TERE	ENVE	SES 6.7	road	582200	25	3061.5	2941.5
Chapter2	TERE	ENVE	SES 7.8	road	596400	39	3049	2937.5
Chapter2	TERE	ENVE	SES 8.9	road	596400	31	3050	2946
Chapter2	TERE	Giant	SLR 0	road	582300	22	3070.5	2934
Chapter2	TERE	Lightweight	Meilenstein	road	390500	6	3080	2925.5
Chapter2	TERE	Mavic	Comete Pro Carbon SL UST	road	532500	23	3068	2952
Chapter2	TERE	Mavic	Cosmic CXR60c	road	532500	16	3072	2950
Chapter2	TERE	Mavic	Cosmic Ultimate UST	road	532500	9	3074.5	2947.5
Chapter2	TERE	Roval	Alpinist CLX	road	525800	32	3080.5	2925.5
Chapter2	TERE	Roval	CLX64	road	560900	6	3063.5	2941.5
Chapter2	TERE	Roval	Rapide CLX	road	585800	14	3063.5	2936.5
Chapter2	TERE	Shimano	C40	road	475800	12	3081.5	2945
Chapter2	TERE	Shimano	C50	road	479200	28	3079.5	2949
Chapter2	TERE	Shimano	C60	road	482800	18	3070.5	2952.5
Chapter2	TERE	ZIPP	202	road	539700	11	3088.5	2936
Chapter2	TERE	ZIPP	404	road	539700	15	3060.5	2937.5
Chapter2	TERE	ZIPP	454	road	674500	24	3057.5	2934.5
Chapter2	TERE	ZIPP	808	road	568100	13	3051.5	2943.5
Chapter2	TERE	ZIPP	858	road	702900	37	3047.5	2940.5
Chapter2	TERE	ZIPP	353 NSW	road	646100	19	3064.5	2933.5
Chapter2	TERE	ZIPP	808/Super9	road	1466200	35	3042.5	2952.5
Chapter2	TERE	ZIPP	858/Super9	road	1899300	45	3040.5	2951.5
Chapter2	TERE	Zwift	32mm Carbon	road	390500	6	3093.5	2941.5
Chapter2	TERE	Zwift	50mm Carbon	road	511200	7	3081	2942.5
Chapter2	TERE	Zwift	Buffalo Fahrrad	road	393700	40	3098.5	2948.5
Chapter2	TERE	Zwift	Classic	road	426100	6	3099.5	2949.5
Chapter2	TERE	Zwift	Safety	road	1100500	44	3094	2941
Chapter2	TOA	Bontrager	Aeolus 5	road	596400	20	3061	2939
Chapter2	TOA	CADEX	36	road	683400	26	3073.5	2934.5
Chapter2	TOA	CADEX	42	road	653200	18	3064	2937
Chapter2	TOA	CADEX	65	road	667400	21	3045.5	2936
Chapter2	TOA	Campagnolo	Bora Ultra 35	road	674500	33	3080.5	2936.5
Chapter2	TOA	Campagnolo	Bora Ultra 50	road	688700	27	3054	2936.5
Chapter2	TOA	DT Swiss	ARC 1100 DICUT 62	road	610600	18	3046	2935.5
Chapter2	TOA	DT Swiss	ARC 1100 DICUT DISC	road	2005800	42	3020.5	2954
Chapter2	TOA	ENVE	SES 2.2	road	617700	18	3080	2936.5
Chapter2	TOA	ENVE	SES 3.4	road	617700	18	3054	2935
Chapter2	TOA	ENVE	SES 6.7	road	617700	25	3048	2943
Chapter2	TOA	ENVE	SES 7.8	road	631900	39	3035.5	2939
Chapter2	TOA	ENVE	SES 8.9	road	631900	31	3036.5	2947.5
Chapter2	TOA	Giant	SLR 0	road	617800	22	3057	2935.5
Chapter2	TOA	Lightweight	Meilenstein	road	426000	18	3066.5	2927
